user_id,username,full_name,email,role,department,job_title,phone,location,join_date
370,robert.brown,Robert Brown,robert.brown@techcorpsolutions.com,agent,Finance,Finance Manager,249.711.4152,South Dianechester,2022-01-16
371,ashley.valenzuela,Ashley Valenzuela,ashley.valenzuela@techcorpsolutions.com,requester,Legal,Compliance Officer,001-379-505-6965x917,Tylermouth,2022-03-06
372,garrett.evans,Garrett Evans,garrett.evans@techcorpsolutions.com,agent,Network Operations,Network Engineer,871.583.4404,Lake Meganville,2026-05-02
373,brittany.nelson,Brittany Nelson,brittany.nelson@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,876.635.1484x68536,Powersside,2023-12-14
374,henry.smith,Henry Smith,henry.smith@techcorpsolutions.com,requester,Network Operations,Network Engineer,(297)537-4896,Stevenbury,2024-10-04
375,edward.jennings,Edward Jennings,edward.jennings@techcorpsolutions.com,requester,Procurement,Procurement Executive,(365)413-6442x49363,North John,2022-05-17
376,margaret.marshall,Margaret Marshall,margaret.marshall@techcorpsolutions.com,requester,Marketing,Marketing Manager,(260)232-4204x48207,West Carolynland,2023-11-29
377,rachel.russell,Rachel Russell,rachel.russell@techcorpsolutions.com,requester,Procurement,Vendor Manager,+1-316-523-1981x89847,Port Lindsaymouth,2022-10-01
378,marisa.mclaughlin,Marisa Mclaughlin,marisa.mclaughlin@techcorpsolutions.com,requester,HR,HR Manager,001-236-932-1234x7649,Hollyville,2025-05-14
379,leslie.coleman,Leslie Coleman,leslie.coleman@techcorpsolutions.com,requester,Legal,Compliance Officer,825-675-4090x034,Rebeccaville,2024-08-21
380,amanda.young,Amanda Young,amanda.young@techcorpsolutions.com,requester,Sales,Sales Executive,9647413432,Mccormickview,2023-03-21
381,michelle.morrow,Michelle Morrow,michelle.morrow@techcorpsolutions.com,requester,Finance,Finance Analyst,765.961.2481x5698,Port Brettburgh,2026-03-01
382,crystal.gibbs,Crystal Gibbs,crystal.gibbs@techcorpsolutions.com,agent,Finance,Finance Analyst,(734)959-1123x8296,Russoberg,2021-05-28
383,jorge.mcdaniel,Jorge Mcdaniel,jorge.mcdaniel@techcorpsolutions.com,requester,Marketing,Marketing Manager,531-365-2669x3008,Gonzalezburgh,2025-06-28
384,brandon.williamson,Brandon Williamson,brandon.williamson@techcorpsolutions.com,requester,Marketing,Marketing Executive,(915)929-1086,East Jenniferborough,2024-02-25
385,sophia.li,Sophia Li,sophia.li@techcorpsolutions.com,requester,Finance,Accounts Executive,001-476-226-3934x3626,Theresabury,2022-03-05
386,christine.solomon,Christine Solomon,christine.solomon@techcorpsolutions.com,requester,Legal,Legal Associate,+1-371-207-2563x66941,West Sarahfort,2022-10-14
387,rebekah.barajas,Rebekah Barajas,rebekah.barajas@techcorpsolutions.com,agent,Admin,Admin Executive,+1-200-448-9646x528,Geoffreyfort,2026-02-26
388,sarah.humphrey,Sarah Humphrey,sarah.humphrey@techcorpsolutions.com,requester,Marketing,Marketing Executive,686-624-1502x74564,Ryanburgh,2021-05-19
389,leslie.vang,Leslie Vang,leslie.vang@techcorpsolutions.com,agent,Admin,Admin Executive,(287)903-2032,Frankmouth,2025-02-12
390,samuel.carney,Samuel Carney,samuel.carney@techcorpsolutions.com,requester,Procurement,Procurement Executive,3757877712,East Mirandaburgh,2026-01-31
391,mary.brady,Mary Brady,mary.brady@techcorpsolutions.com,requester,Finance,Finance Analyst,001-393-590-8926,Rhodesmouth,2025-06-19
392,anthony.maldonado,Anthony Maldonado,anthony.maldonado@techcorpsolutions.com,requester,Admin,Admin Executive,(259)715-2017x7749,Lake Cindymouth,2024-08-16
393,mark.dennis,Mark Dennis,mark.dennis@techcorpsolutions.com,requester,HR,HR Executive,001-823-304-5018,Scottbury,2024-12-10
394,tammy.glenn,Tammy Glenn,tammy.glenn@techcorpsolutions.com,requester,HR,HR Executive,826.664.2147,West Elizabeth,2021-02-15
395,marilyn.hunt,Marilyn Hunt,marilyn.hunt@techcorpsolutions.com,admin,IT Support,Senior Associate - IT Support,(374)299-6165x9266,Teresabury,2023-07-01
396,deborah.reeves,Deborah Reeves,deborah.reeves@techcorpsolutions.com,requester,Finance,Finance Manager,881.647.6174x22438,New Charleston,2026-02-08
397,william.dixon,William Dixon,william.dixon@techcorpsolutions.com,agent,HR,HR Manager,494.854.9180x172,North Robertport,2023-01-16
398,lee.ramsey,Lee Ramsey,lee.ramsey@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,294.252.3219x416,Wilsonburgh,2025-01-29
399,diana.stevens,Diana Stevens,diana.stevens@techcorpsolutions.com,requester,Legal,Compliance Officer,+1-397-249-9564x12203,Port Anthony,2022-12-30
400,timothy.thomas,Timothy Thomas,timothy.thomas@techcorpsolutions.com,requester,Procurement,Procurement Executive,+1-983-914-7276x0122,Smithmouth,2022-01-11
401,brenda.harris,Brenda Harris,brenda.harris@techcorpsolutions.com,agent,Finance,Finance Manager,(905)801-6679x9840,Palmerfort,2023-12-20
402,jesse.brown,Jesse Brown,jesse.brown@techcorpsolutions.com,requester,Procurement,Vendor Manager,001-758-914-6717,Smithport,2020-09-17
403,jessica.harrison,Jessica Harrison,jessica.harrison@techcorpsolutions.com,requester,IT Support,IT Support Associate,539.659.7246x65729,Lake Timothyburgh,2023-03-11
404,james.obrien,James Obrien,james.obrien@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(274)333-8005x45228,Ryanbury,2021-03-13
405,david.walker,David Walker,david.walker@techcorpsolutions.com,agent,Legal,Compliance Officer,350-284-2891x07711,East Crystalborough,2022-02-15
406,rhonda.moore,Rhonda Moore,rhonda.moore@techcorpsolutions.com,requester,Network Operations,NOC Analyst,287.512.5521x376,Petersonhaven,2022-04-30
407,george.adams,George Adams,george.adams@techcorpsolutions.com,requester,Network Operations,Network Engineer,(253)928-6326x66785,Port Alejandro,2024-10-30
408,linda.acevedo,Linda Acevedo,linda.acevedo@techcorpsolutions.com,requester,Admin,Facilities Coordinator,662-760-6029x08466,Alanview,2021-02-06
409,rachel.bishop,Rachel Bishop,rachel.bishop@techcorpsolutions.com,requester,Admin,Facilities Coordinator,(773)889-9756x3410,New Victoria,2021-06-20
410,justin.davis,Justin Davis,justin.davis@techcorpsolutions.com,agent,Admin,Facilities Coordinator,752.600.8943x46810,Davidville,2023-11-12
411,shane.armstrong,Shane Armstrong,shane.armstrong@techcorpsolutions.com,requester,Network Operations,Network Administrator,539-398-9354x49268,Zacharyborough,2020-08-18
412,mackenzie.ward,Mackenzie Ward,mackenzie.ward@techcorpsolutions.com,requester,Procurement,Procurement Executive,001-766-811-0627x371,Wigginsshire,2021-03-06
413,victor.henderson,Victor Henderson,victor.henderson@techcorpsolutions.com,requester,Finance,Finance Analyst,962.928.2772x8813,Lake Ericside,2023-03-16
414,mike.crane,Mike Crane,mike.crane@techcorpsolutions.com,requester,Legal,Compliance Officer,(611)959-4082x15454,Port Douglasshire,2024-02-28
415,robert.zuniga,Robert Zuniga,robert.zuniga@techcorpsolutions.com,requester,Network Operations,NOC Analyst,632-970-1851x0679,Kimberlyfort,2022-05-28
416,mary.bass,Mary Bass,mary.bass@techcorpsolutions.com,requester,Sales,Account Manager,(887)877-2519,South Matthew,2021-05-21
417,brandon.santiago,Brandon Santiago,brandon.santiago@techcorpsolutions.com,agent,Legal,Legal Associate,212-509-4818x139,Shawtown,2023-03-22
418,david.mayer,David Mayer,david.mayer@techcorpsolutions.com,requester,Network Operations,Network Engineer,7438397189,South Michelletown,2021-08-30
419,matthew.white,Matthew White,matthew.white@techcorpsolutions.com,requester,Marketing,Marketing Executive,456.641.1182x42241,Gregoryton,2020-09-27
420,christina.nguyen,Christina Nguyen,christina.nguyen@techcorpsolutions.com,requester,Admin,Facilities Coordinator,8463152654,East Johnshire,2020-10-04
421,joel.romero,Joel Romero,joel.romero@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,240-857-8617,North Joseph,2023-08-02
422,tabitha.leonard,Tabitha Leonard,tabitha.leonard@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,+1-424-796-7183,Port John,2022-01-21
423,stephanie.ali,Stephanie Ali,stephanie.ali@techcorpsolutions.com,requester,Admin,Facilities Coordinator,6076942007,Kiddborough,2023-11-19
424,brenda.dixon,Brenda Dixon,brenda.dixon@techcorpsolutions.com,agent,Admin,Admin Executive,001-789-714-1612x8463,Tiffanymouth,2020-11-13
425,joshua.bates,Joshua Bates,joshua.bates@techcorpsolutions.com,requester,Legal,Legal Associate,279.250.2097,South Angela,2022-07-03
426,heather.burns,Heather Burns,heather.burns@techcorpsolutions.com,requester,Marketing,Marketing Manager,718-807-1569,Port Katrina,2022-12-03
427,heidi.smith,Heidi Smith,heidi.smith@techcorpsolutions.com,requester,Sales,Sales Manager,670.530.4531,South Tammy,2023-05-03
428,benjamin.vasquez,Benjamin Vasquez,benjamin.vasquez@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,+1-530-436-1498x728,New Davidland,2024-10-06
429,david.mahoney,David Mahoney,david.mahoney@techcorpsolutions.com,agent,Sales,Sales Executive,843.608.9487x06056,Lake Aprilfort,2025-08-29
430,michael.blake,Michael Blake,michael.blake@techcorpsolutions.com,requester,Sales,Account Manager,504.768.7506,New Lindseybury,2025-10-29
431,tiffany.coleman,Tiffany Coleman,tiffany.coleman@techcorpsolutions.com,requester,HR,HR Executive,832.254.1107,Marybury,2021-01-14
432,daniel.allen,Daniel Allen,daniel.allen@techcorpsolutions.com,agent,Customer Success,Customer Success Associate,9583319971,North Sabrinafurt,2022-08-13
433,lawrence.abbott,Lawrence Abbott,lawrence.abbott@techcorpsolutions.com,requester,IT Support,IT Support Associate,(207)204-9611,Melissafurt,2020-12-25
434,cody.walton,Cody Walton,cody.walton@techcorpsolutions.com,requester,Finance,Finance Analyst,+1-990-776-7699x150,North Curtis,2021-12-23
435,brooke.jones,Brooke Jones,brooke.jones@techcorpsolutions.com,requester,Marketing,Marketing Executive,992.484.5679,East Laura,2025-04-08
436,bruce.collins,Bruce Collins,bruce.collins@techcorpsolutions.com,requester,Marketing,Marketing Manager,+1-254-498-2274x9545,East Williamside,2023-03-06
437,michele.henderson,Michele Henderson,michele.henderson@techcorpsolutions.com,agent,IT Support,Senior Associate - IT Support,731.653.7795,Murphyville,2021-10-03
438,shawn.mccormick,Shawn Mccormick,shawn.mccormick@techcorpsolutions.com,requester,Admin,Admin Executive,703.837.9337,South Jack,2020-11-06
439,veronica.cox,Veronica Cox,veronica.cox@techcorpsolutions.com,requester,Sales,Account Manager,2812247395,East Justin,2021-01-13
440,jeffery.green,Jeffery Green,jeffery.green@techcorpsolutions.com,requester,Legal,Compliance Officer,+1-432-830-2410,West Sharonport,2021-08-18
441,stephen.wood,Stephen Wood,stephen.wood@techcorpsolutions.com,agent,Finance,Finance Manager,(589)861-1223,Louischester,2022-10-20
442,tiffany.sanchez,Tiffany Sanchez,tiffany.sanchez@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,+1-993-584-2530x428,Port Thomasland,2020-11-14
443,gary.hughes,Gary Hughes,gary.hughes@techcorpsolutions.com,requester,Admin,Facilities Coordinator,001-885-278-7255x87774,East Patricia,2025-10-26
444,shannon.young,Shannon Young,shannon.young@techcorpsolutions.com,requester,Sales,Sales Executive,(569)225-4812x14785,Huntmouth,2021-11-22
445,ronald.mcdonald,Ronald Mcdonald,ronald.mcdonald@techcorpsolutions.com,admin,Admin,Admin Executive,354.660.2734x1514,North David,2023-01-07
446,michael.payne,Michael Payne,michael.payne@techcorpsolutions.com,requester,Sales,Sales Executive,+1-854-844-3928x40445,South Destinyberg,2022-07-29
447,michelle.perez,Michelle Perez,michelle.perez@techcorpsolutions.com,requester,Sales,Account Manager,373.789.8775,South Kayla,2024-11-17
448,heidi.clark,Heidi Clark,heidi.clark@techcorpsolutions.com,requester,IT Support,SharePoint Administrator,+1-705-729-2407,South Ronald,2023-04-06
449,karen.farmer,Karen Farmer,karen.farmer@techcorpsolutions.com,requester,HR,HR Executive,859-809-0225x9999,South Bryce,2024-09-07
450,paul.wells,Paul Wells,paul.wells@techcorpsolutions.com,requester,Finance,Finance Manager,541.321.8209x702,Campbellbury,2022-07-18
451,kelly.warren,Kelly Warren,kelly.warren@techcorpsolutions.com,requester,Marketing,Marketing Executive,(980)325-6621x286,Friedmanborough,2023-04-16
452,david.harris,David Harris,david.harris@techcorpsolutions.com,admin,IT Support,SharePoint Administrator,001-272-499-4938x743,Brownfurt,2023-02-26
453,cassidy.wright,Cassidy Wright,cassidy.wright@techcorpsolutions.com,requester,Network Operations,NOC Analyst,001-777-679-0147,Austinburgh,2022-07-18
454,robert.white,Robert White,robert.white@techcorpsolutions.com,requester,Admin,Facilities Coordinator,(576)929-1603x24841,Riddleside,2024-04-02
455,david.wood,David Wood,david.wood@techcorpsolutions.com,agent,Customer Success,Client Relationship Manager,756.872.4380x70176,South Benjamin,2025-01-25
456,john.fletcher,John Fletcher,john.fletcher@techcorpsolutions.com,agent,IT Support,Desktop Support Engineer,+1-277-371-1837x27422,West David,2021-05-28
457,judith.jackson,Judith Jackson,judith.jackson@techcorpsolutions.com,requester,Admin,Facilities Coordinator,5429752308,Port Cynthiahaven,2024-07-27
458,danielle.moran,Danielle Moran,danielle.moran@techcorpsolutions.com,requester,Marketing,Marketing Executive,(347)209-0063x3533,Johnsontown,2025-11-27
459,matthew.lee,Matthew Lee,matthew.lee@techcorpsolutions.com,requester,Network Operations,Network Engineer,712.520.6815,New Randall,2024-07-22
460,ronald.hall,Ronald Hall,ronald.hall@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,220-365-0637x31495,South Kevin,2021-03-23
461,carol.bird,Carol Bird,carol.bird@techcorpsolutions.com,requester,Sales,Sales Manager,+1-792-441-9562,Tiffanyfort,2021-03-15
462,carlos.smith,Carlos Smith,carlos.smith@techcorpsolutions.com,agent,Marketing,Marketing Executive,568.838.9030x914,New Christopher,2025-12-30
463,devin.jimenez,Devin Jimenez,devin.jimenez@techcorpsolutions.com,requester,Network Operations,Network Administrator,(630)239-7524x5086,Port Jessica,2021-10-17
464,matthew.harris,Matthew Harris,matthew.harris@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,+1-233-496-8527x01713,East Christopher,2020-12-01
465,brittany.guerra,Brittany Guerra,brittany.guerra@techcorpsolutions.com,agent,HR,HR Executive,881.467.4233,West Justin,2026-02-10
466,shane.reid,Shane Reid,shane.reid@techcorpsolutions.com,agent,Sales,Sales Executive,915.266.2776x8962,Simmonsland,2022-03-17
467,katherine.dorsey,Katherine Dorsey,katherine.dorsey@techcorpsolutions.com,agent,HR,Talent Acquisition Specialist,(882)946-7474,West Derrickfort,2024-02-14
468,james.hendricks,James Hendricks,james.hendricks@techcorpsolutions.com,requester,Legal,Compliance Officer,357.866.6567x49160,East Kathryn,2020-08-16
469,susan.wise,Susan Wise,susan.wise@techcorpsolutions.com,requester,Admin,Facilities Coordinator,(287)450-6633x705,Catherineberg,2025-01-17
470,jonathan.guzman,Jonathan Guzman,jonathan.guzman@techcorpsolutions.com,requester,Admin,Facilities Coordinator,(501)816-6918,Port Ronald,2026-03-25
471,heather.mason,Heather Mason,heather.mason@techcorpsolutions.com,requester,Marketing,Marketing Executive,(294)461-1952x4364,Smithland,2023-10-03
472,kim.butler,Kim Butler,kim.butler@techcorpsolutions.com,requester,Legal,Compliance Officer,562-425-2237x2817,North Karen,2023-01-24
473,lisa.lee,Lisa Lee,lisa.lee@techcorpsolutions.com,agent,Sales,Sales Manager,(579)912-1416x14150,Chambersville,2026-06-01
474,albert.adams,Albert Adams,albert.adams@techcorpsolutions.com,requester,Procurement,Procurement Executive,+1-890-713-8069x84775,Evelynmouth,2026-04-02
475,yvonne.montoya,Yvonne Montoya,yvonne.montoya@techcorpsolutions.com,agent,Legal,Legal Associate,+1-366-690-5510x76209,West Shannon,2026-03-02
476,gina.kane,Gina Kane,gina.kane@techcorpsolutions.com,requester,Sales,Sales Executive,+1-330-750-5057x39769,Crosbyfort,2023-08-24
477,valerie.vincent,Valerie Vincent,valerie.vincent@techcorpsolutions.com,requester,Network Operations,Network Administrator,001-664-993-2898x0271,South Stephanie,2025-12-15
478,timothy.fernandez,Timothy Fernandez,timothy.fernandez@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(511)660-2564,Lynnville,2022-01-14
479,elizabeth.livingston,Elizabeth Livingston,elizabeth.livingston@techcorpsolutions.com,requester,IT Support,SharePoint Administrator,515.639.9156x6863,West Christopherland,2024-05-07
480,matthew.vargas,Matthew Vargas,matthew.vargas@techcorpsolutions.com,requester,Admin,Admin Executive,295-525-6904,Whitneymouth,2021-09-17
481,kelsey.salinas,Kelsey Salinas,kelsey.salinas@techcorpsolutions.com,requester,Legal,Legal Associate,(989)793-1608,Port Sherri,2026-02-15
482,mary.porter,Mary Porter,mary.porter@techcorpsolutions.com,requester,Legal,Legal Associate,+1-542-909-5481x497,Janetfurt,2023-04-18
483,brian.patrick,Brian Patrick,brian.patrick@techcorpsolutions.com,agent,Marketing,Marketing Manager,001-733-802-7642x086,Mooneyfurt,2021-07-02
484,peter.rose,Peter Rose,peter.rose@techcorpsolutions.com,requester,HR,HR Executive,001-438-961-2590x472,Carterberg,2022-04-10
485,jason.brock,Jason Brock,jason.brock@techcorpsolutions.com,requester,Legal,Compliance Officer,+1-405-291-2662x0157,New Debrashire,2021-10-03
486,ryan.hernandez,Ryan Hernandez,ryan.hernandez@techcorpsolutions.com,requester,Admin,Admin Executive,801.336.7492,Hancockfurt,2024-11-15
487,joshua.delgado,Joshua Delgado,joshua.delgado@techcorpsolutions.com,requester,Sales,Account Manager,911-617-8309,Port Brittanyfurt,2022-10-09
488,todd.newman,Todd Newman,todd.newman@techcorpsolutions.com,requester,Marketing,Marketing Manager,001-821-951-8260,New Maryside,2023-03-02
489,jennifer.tyler,Jennifer Tyler,jennifer.tyler@techcorpsolutions.com,requester,Marketing,Marketing Executive,001-531-429-2087x51029,New Jonathanton,2021-05-02
490,christopher.martinez,Christopher Martinez,christopher.martinez@techcorpsolutions.com,requester,Procurement,Vendor Manager,+1-926-403-4084,Nealhaven,2022-05-14
491,renee.shea,Renee Shea,renee.shea@techcorpsolutions.com,requester,Admin,Admin Executive,731.603.0324x32983,Lake Cindy,2024-03-08
492,charles.scott,Charles Scott,charles.scott@techcorpsolutions.com,requester,Admin,Admin Executive,(367)614-6283,Lake Nathan,2022-11-10
493,diane.hoover,Diane Hoover,diane.hoover@techcorpsolutions.com,requester,Sales,Sales Manager,(825)366-0931x41818,Daniellestad,2024-03-06
494,regina.strickland,Regina Strickland,regina.strickland@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,440.616.3611,Davisstad,2021-06-19
495,jackie.grimes,Jackie Grimes,jackie.grimes@techcorpsolutions.com,requester,Network Operations,NOC Analyst,+1-910-425-6258x896,Alberthaven,2023-11-11
496,jennifer.sandoval,Jennifer Sandoval,jennifer.sandoval@techcorpsolutions.com,requester,Marketing,Marketing Executive,001-940-753-9672,Shawview,2021-06-11
497,stephanie.meyer,Stephanie Meyer,stephanie.meyer@techcorpsolutions.com,requester,Procurement,Procurement Executive,541.346.5111,New Brian,2024-11-06
498,julia.spencer,Julia Spencer,julia.spencer@techcorpsolutions.com,admin,Customer Success,Client Relationship Manager,8682277881,Port Julie,2023-07-08
499,jennifer.park,Jennifer Park,jennifer.park@techcorpsolutions.com,requester,Sales,Sales Executive,489.309.7283,Maryhaven,2025-01-13
500,michael.williams,Michael Williams,michael.williams@techcorpsolutions.com,agent,Marketing,Digital Marketing Specialist,(951)653-8144,Jasonshire,2023-07-13
